conference_code,session_name,paper_id,title,authors,institutions,abstract,presentation_url,presentation_available,paper_url,paper_available,poster_url,poster_available,doi,page_number
napac2019,,SUPLM02,Maximizing 2-D Beam Brightness Using the Round to Flat Beam Transformation in the Ultralow Charge Regime,,,,https://proceedings.jacow.org/napac2019/talks/suplm02_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm02.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm02_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM02,
napac2019,,SUPLM04,Experimental Studies of Resonance Structure Dynamics With Space Charge,,,,https://proceedings.jacow.org/napac2019/talks/suplm04_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm04.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm04_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM04,
napac2019,,SUPLM06,Multipactor Electron Cloud Analysis in a 17 GHz Standing Wave Accelerator Cavity,,,,https://proceedings.jacow.org/napac2019/talks/suplm06_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm06.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm06_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM06,
napac2019,,SUPLM07,Two-Energy Storage-Ring Electron Cooler for Relativistic Ion Beams,,,,https://proceedings.jacow.org/napac2019/talks/suplm07_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm07.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm07_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM07,
napac2019,,SUPLM08,Fast Two-Dimensional Calculation of Coherent Synchrotron Radiation in Relativistic Beams,,,,https://proceedings.jacow.org/napac2019/talks/suplm08_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm08.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm08_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM08,
napac2019,,SUPLM09,The Role of Laser Shaping in Microbunching Instability Suppression and Seeded X-Ray Free Electron Emission,,,,https://proceedings.jacow.org/napac2019/talks/suplm09_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm09.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm09_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM09,
napac2019,,SUPLM10,Transverse Ion Beam Emittance Growth Due to Low Frequency Instabilities in Microwave Ion Source Plasma,,,,https://proceedings.jacow.org/napac2019/talks/suplm10_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm10.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm10_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM10,
napac2019,,SUPLM11,Nonlinear Tune-Shift Measurements in the Integrable Optics Test Accelerator,,,,https://proceedings.jacow.org/napac2019/talks/suplm11_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm11.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm11_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM11,
napac2019,,SUPLM12,Simulation of a Klystron Input Cavity using a Steady-State Full-Wave Solver,,,,https://proceedings.jacow.org/napac2019/talks/suplm12_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm12.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm12_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM12,
napac2019,,SUPLM13,Progress in Time-Resolved MeV Transmission Electron Microscopy at UCLA,,,,https://proceedings.jacow.org/napac2019/talks/suplm13_talk.pdf,False,https://proceedings.jacow.org/napac2019/papers/suplm13.pdf,False,https://proceedings.jacow.org/napac2019/posters/suplm13_poster.pdf,False,https://doi.org/10.18429/JACoW-NAPAC2019-SUPLM13,
